"OBJECTID","Eradication ID","Common Name","Scientific Name","Type (Animal)","Year of Introduction","Data Quality","Eradication Start Date","Eradication End Date","Status (Eradication)","Type (Eradication)","Primary Eradication Method","Secondary Eradication Method","Tertiary Eradication Method","Primary Baiting Method","Secondary Baiting Method","Primary Toxicant","Secondary Toxicant","Contact Name","Contact Organization","Organization_Website","Island Code","Island Name","Region","Country","Archipelago","Latitude","Longitude","Area (sq km)","Human Population"
"1700","2622","Black Rat","Rattus rattus","Rodent","null","Good","2009","2009","Successful","Incursion Response","Trapping","NA","NA","NA","NA","NA","NA","Hawkins; K.","NZ Dept. of Conservation","null","26862","Whatupuke (Mauiroto)","Pacific Ocean - South West","New Zealand","Hen and Chicken Islands","-35.8895401099","174.75402948","0.903676672491","None"
"1703","2625","House Mouse","Mus musculus","Rodent","null","Satisfactory","2002","2002","Successful","Incursion Response","Trapping","Toxicant","NA","Bait Station","NA","Unknown","NA","null","null","null","31048","Aorangi","Pacific Ocean - South West","New Zealand","Poor Knights Islands","-35.4815512035","174.739332959","1.10251592905","None"
"1717","3216","House Mouse","Mus musculus","Rodent","null","Satisfactory","2019","null","In Progress","Incursion Response","Trapping","Toxicant","NA","Unknown","Unknown","Unknown","Unknown","null","null","null","463845","Mokoia","Pacific Ocean - South West","New Zealand","Lake Rotorua","-38.07997516","176.28768891","1.3283724364","None"
"1729","2653","Brown / Norway Rat","Rattus norvegicus","Rodent","null","Poor","1992","1992","Successful","Whole Island","Toxicant","NA","NA","Bait Station","NA","Unknown","Unknown","null","null","null","88888090","Doubtful Centre","Pacific Ocean - South West","New Zealand","Lake Te Anau","-45.1974374346","167.688087524","0.280072968698","None"
"1732","2656","House Mouse","Mus musculus","Rodent","null","Satisfactory","2009","2010","Incomplete","Whole Island","Toxicant","NA","NA","Hand Broadcast","NA","Brodifacoum","NA","null","null","null","240087","Proratora","Mediterranean","Italy","Sardinian Islands","40.8464801008","9.72312378194","0.0436648382856","None"
"1733","2657","House Mouse","Mus musculus","Rodent","null","Satisfactory","2009","2010","Incomplete","Whole Island","Toxicant","NA","NA","Bait Station","NA","Brodifacoum","NA","null","null","null","240091","Cavalli","Mediterranean","Italy","Sardinian Islands","40.8854560129","9.64029431","0.0259087355364","None"
"1734","2658","House Mouse","Mus musculus","Rodent","null","Satisfactory","2009","2010","Incomplete","Whole Island","Toxicant","NA","NA","Hand Broadcast","NA","Brodifacoum","NA","null","null","null","240072","Piana","Mediterranean","Italy","Sardinian Islands","40.8881108953","9.65101208","0.140216565237","None"
"1742","2669","House Mouse","Mus musculus","Rodent","null","Poor","1995","1995","Successful","Whole Island","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","null","null","null","19351","Crab","Indian Ocean - West","Mauritius","Rodrigues","-19.7702476231","63.36233592","0.434757138256","1 - 10"
"1743","2670","House Mouse","Mus musculus","Rodent","null","Poor","1995","1995","Successful","Whole Island","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","null","null","null","19350","Gombrani","Indian Ocean - West","Mauritius","Rodrigues","-19.7693547989","63.41778598","0.356014310584","None"
"1744","2671","House Mouse","Mus musculus","Rodent","null","Poor","1995","1995","Successful","Whole Island","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","null","null","null","19352","Cat","Indian Ocean - West","Mauritius","Rodrigues","-19.7744426881","63.43501176","0.354794635325","None"
"1745","2672","House Mouse","Mus musculus","Rodent","null","Poor","1995","1995","Successful","Whole Island","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","null","null","null","19397","Guineafowl","Indian Ocean - West","Mauritius","Rodrigues","-19.7634897209","63.39898583","0.0354595805919","None"
"1746","2673","House Mouse","Mus musculus","Rodent","null","Poor","1995","1995","Successful","Whole Island","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","null","null","null","19386","Catherine","Indian Ocean - West","Mauritius","Rodrigues","-19.7495478429","63.32257305","0.0228372516357","None"
"1747","2674","Black Rat","Rattus rattus","Rodent","null","Good","2013","2013","Successful","Whole Island","Toxicant","Toxicant","NA","Aerial Broadcast","Hand Broadcast","Brodifacoum","Unknown","Latofski Mariam","Grupo de Ecología y Conservación de Islas A.C.","http://www.islas.org.mx","394955","Cayo Centro","Caribbean","Mexico","Banco Chinchorro","18.5866637446","-87.3199863483","5.4064360832","11 - 100"
"1750","2680","Brown / Norway Rat","Rattus norvegicus","Rodent","null","Poor","1992","1992","Unknown","Whole Island","Trapping","NA","NA","NA","NA","NA","NA","null","null","null","110000220","Centre","Pacific Ocean - South West","New Zealand","Lake Te Anau","-45.2342179476","167.773499717","0.141937032962","None"
"1751","2681","Polynesian Rat","Rattus exulans","Rodent","null","Poor","2011","2011","Failed","Whole Island","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","null","null","null","459036","Stephenson (Ririwha)","Pacific Ocean - South West","New Zealand","Whangaroa Bay","-34.9635266166","173.780404317","1.35865708898","1 - 10"
"1753","2683","Polynesian Rat","Rattus exulans","Rodent","null","Poor","2011","2011","Failed","Whole Island","Toxicant","NA","NA","Bait Station","NA","Brodifacoum","NA","null","null","null","110000212","Cone","Pacific Ocean - South West","New Zealand","Whangaroa Bay","-34.9530445372","173.766812655","0.108665378975","None"
"1754","2684","Black Rat","Rattus rattus","Rodent","null","Satisfactory","2011","2011","Successful","Whole Island","Toxicant","NA","NA","Hand Broadcast","Bait Station","Brodifacoum","NA","null","null","null","350252","Ngeriungs","Pacific Ocean - North West","Palau","Kayangel Atoll","8.05865066783","134.711128109","0.358839974131","None"
"1755","2687","Brown / Norway Rat","Rattus norvegicus","Rodent","null","Satisfactory","2011","2011","Successful","Whole Island","Toxicant","NA","NA","Hand Broadcast","Bait Station","Brodifacoum","NA","null","null","null","350254","Ngerebelas","Pacific Ocean - North West","Palau","Kayangel Atoll","8.04251108179","134.699630027","0.0866515460739","None"
"1756","2691","Black Rat","Rattus rattus","Rodent","null","Satisfactory","2011","2011","Successful","Whole Island","Toxicant","NA","NA","Hand Broadcast","Bait Station","Brodifacoum","NA","null","null","null","350253","Orak","Pacific Ocean - North West","Palau","Kayangel Atoll","8.03991554038","134.693970569","0.010978193576","None"
"1757","2692","Brown / Norway Rat","Rattus norvegicus","Rodent","null","Poor","1990","1990","Successful","Whole Island","Toxicant","NA","NA","Unknown","Unknown","Unknown","Unknown","null","null","null","110000237","Motiti","Pacific Ocean - South West","New Zealand","Hokianga Harbour","-35.353148503","173.552736042","0.00203834246923","None"
"1759","2694","Brown / Norway Rat","Rattus norvegicus","Rodent","null","Poor","2006","2006","Successful","Whole Island","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","null","null","null","26890","Pakihi","Pacific Ocean - South West","New Zealand","Hauraki Gulf","-36.9102719929","175.16103518","1.12071503323","1 - 10"
"1763","2702","Brown / Norway Rat","Rattus norvegicus","Rodent","null","Poor","2009","2009","Unknown","Whole Island","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","null","null","null","30744","Motungara (Motungarara)","Pacific Ocean - South West","New Zealand","Kapiti Islands","-40.8869920941","174.90069158","0.0175057827511","None"
"1771","2934","Polynesian Rat","Rattus exulans","Rodent","null","Good","2017","2017","Successful","Whole Island","Toxicant","Toxicant","NA","Hand Broadcast","NA","Brodifacoum","NA","Griffiths; Richard","Island Conservation","null","364591","Teuaua (Ua-Uka)","Pacific Ocean - South East","French Polynesia","Marquesas","-8.95421019589","-139.593122202","0.052543486198","None"
"1774","2711","Black Rat","Rattus rattus","Rodent","null","Good","2011","2011","To Be Confirmed","Whole Island","Trapping","Toxicant","NA","Bait Station","NA","Bromadiolone","NA","null","null","null","242043","Bagaud","Mediterranean","France","Hyeres Islands","43.0122914492","6.36323557","0.576119425915","None"
"1777","2714","Brown / Norway Rat","Rattus norvegicus","Rodent","null","Satisfactory","2008","2008","Successful","Incursion Response","Hunting ","NA","NA","NA","NA","NA","NA","null","null","null","26852","Motuihe","Pacific Ocean - South West","New Zealand","Hauraki Gulf","-36.812403102","174.94618544","1.82329089074","None"
"1778","2715","Brown / Norway Rat","Rattus norvegicus","Rodent","null","Poor","1999","1999","Successful","Incursion Response","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","null","null","null","26896","Rotoroa","Pacific Ocean - South West","New Zealand","Hauraki Gulf","-36.8164218651","175.19827451","0.880551866705","Unknown"
"1789","2730","Black Rat","Rattus rattus","Rodent","null","Satisfactory","2008","2008","Successful","Incursion Response","Toxicant","NA","NA","Bait Station","NA","Unknown","NA","null","null","null","35020","Nonsuch ","Atlantic Ocean - North","Bermuda","Bermuda (Castle Islands)","32.3473641569","-64.6628419423","0.0702589881274","1 - 10"
"1791","2736","Black Rat","Rattus rattus","Rodent","null","Poor","null","null","To Be Confirmed","Whole Island","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","null","null","null","457562","Rey Francisco","Mediterranean","Spain","Chafarinas Archipelago","35.1808281258","-2.42223863","0.117059990666","None"
"1792","2737","Black Rat","Rattus rattus","Rodent","null","Poor","null","null","To Be Confirmed","Whole Island","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","null","null","null","457560","Congreso","Mediterranean","Spain","Chafarinas Archipelago","35.1788010377","-2.44095164","0.197781053812","None"
"1793","2739","Black Rat","Rattus rattus","Rodent","null","Satisfactory","2007","2009","Successful","Whole Island","Toxicant","NA","NA","Hand Broadcast","NA","Bromadiolone","NA","null","null","null","236005","Malgrat gran","Mediterranean","Spain","Balearic Islands (Mallorca Group)","39.4981935849","2.45062981","0.0816532958344","None"
"1794","2740","Black Rat","Rattus rattus","Rodent","null","Satisfactory","2007","2009","Successful","Whole Island","Toxicant","NA","NA","Hand Broadcast","NA","Bromadiolone","NA","null","null","null","236227","Malgrat petit","Mediterranean","Spain","Balearic Islands (Mallorca Group)","39.5023719907","2.45579876","0.0107709541121","None"
"1795","2742","Black Rat","Rattus rattus","Rodent","null","Poor","1999","1999","Trial or Research only","Unknown","Toxicant","NA","NA","Bait Station","NA","Chlorophacinone","NA","null","null","null","235953","Vedrá","Mediterranean","Spain","Balearic Islands (Ibiza Group)","38.8668729748","1.1974562","0.616338840296","None"
"1796","2743","Black Rat","Rattus rattus","Rodent","null","Poor","1999","1999","Trial or Research only","Unknown","Toxicant","NA","NA","Bait Station","NA","Chlorophacinone","NA","null","null","null","235952","Vedranell","Mediterranean","Spain","Balearic Islands (Ibiza Group)","38.8683256195","1.21166264","0.167325421791","None"
"1797","2744","Black Rat","Rattus rattus","Rodent","null","Satisfactory","2008","2008","Successful","Whole Island","Toxicant","NA","NA","Bait Station","NA","Unknown","Unknown","null","null","null","236245","Bosc","Mediterranean","Spain","Balearic Islands (Ibiza Group)","38.9689828385","1.21695843","0.1745943748","None"
"1803","2745","Black Rat","Rattus rattus","Rodent","null","Satisfactory","2008","2008","Failed","Unknown","Toxicant","NA","NA","Bait Station","NA","Unknown","Unknown","null","null","null","235942","Espalmador","Mediterranean","Spain","Balearic Islands (Fomentera Group)","38.7860344069","1.42473033","1.45079403868","1 - 10"
"1804","2746","Black Rat","Rattus rattus","Rodent","null","Satisfactory","2006","2007","Successful","Whole Island","Toxicant","NA","NA","Hand Broadcast","NA","Bromadiolone","NA","McMinn M.","null","null","235941","Conills (Conillera)","Mediterranean","Spain","Balearic Islands (Cabrera Group)","39.1834956057","2.96416321","1.41235569933","None"
"1805","2747","Black Rat","Rattus rattus","Rodent","null","Satisfactory","2006","2008","Successful","Whole Island","Toxicant","NA","NA","Hand Broadcast","NA","Bromadiolone","NA","McMinn M.","null","null","236369","Estell Xapat","Mediterranean","Spain","Balearic Islands (Cabrera Group)","39.1252641362","2.93953539","0.0122204600248","None"
"1806","2748","Black Rat","Rattus rattus","Rodent","null","Poor","1999","1999","Trial or Research only","Unknown","Toxicant","NA","NA","Bait Station","NA","Chlorophacinone","NA","null","null","null","235958","Colom","Mediterranean","Spain","Balearic Islands (Menorca Group)","39.9605324662","4.2777272","0.60977960283","Unknown"
"1814","2757","Black Rat","Rattus rattus","Rodent","null","Satisfactory","null","1999","Successful","Whole Island","Toxicant","NA","NA","Unknown","Unknown","Unknown","Unknown","null","null","null","235945","Conillis (Conillera)","Mediterranean","Spain","Balearic Islands (Ibiza Group)","38.9852824991","1.21197903","1.06789985642","None"
"1815","2758","Unspecified Rodent","Rodentia spp.","Rodent","null","Poor","null","null","Successful","Whole Island","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","McMinn M.","null","null","236368","Esponja","Mediterranean","Spain","Balearic Islands (Cabrera Group)","39.1950586162","2.96543995203","0.00376124290608","None"
"1816","2760","Black Rat","Rattus rattus","Rodent","null","Good","2008","2010","Successful","Whole Island","Toxicant","Trapping","NA","Hand Broadcast","NA","Brodifacoum","NA","Rocamora; Gérard","Island Conservation Society","http://www.islandconservationseychelles.com/","19414","Kola Issa","Indian Ocean - West","Mayotte","Mayotte Islands (Ilots d'Hajangoua)","-12.8379928244","45.2349365652","0.0606303679752","None"
"1817","2761","Black Rat","Rattus rattus","Rodent","null","Good","2009","2010","Successful","Whole Island","Trapping","NA","NA","NA","NA","NA","NA","Rocamora; Gérard","Island Conservation Society","http://www.islandconservationseychelles.com/","88888023","Pouhou","Indian Ocean - West","Mayotte","Mayotte Islands","-12.8276599203","45.2533189691","0.0086696752256","None"
"1818","2762","Black Rat","Rattus rattus","Rodent","null","Good","2009","2010","Successful","Whole Island","Toxicant","Trapping","NA","Hand Broadcast","NA","Brodifacoum","NA","Rocamora; Gérard","Island Conservation Society","http://www.islandconservationseychelles.com/","19411","Pengoua","Indian Ocean - West","Mayotte","Mayotte Islands (Ilots d'Hajangoua)","-12.8390261207","45.24637689","0.0695039282464","None"
"1819","2764","Black Rat","Rattus rattus","Rodent","null","Good","1997","1997","Successful","Whole Island","Toxicant","NA","NA","Bait Station","NA","Brodifacoum","NA","null","null","null","331987","Crocus","Indian Ocean - East","Australia","Western Australia (Montebello Islands)","-20.4225003647","115.52573609","0.336516994587","None"
"1826","2771","Black Rat","Rattus rattus","Rodent","null","Good","null","1996","Successful","Whole Island","Toxicant","NA","NA","Bait Station","NA","Brodifacoum","NA","Burbidge; A.A.","Department of Conservation and Land Management; Aus","null","88888050","Aster","Indian Ocean - East","Australia","Western Australia (Montebello Islands)","-20.4303801909","115.57898469","0.00647932880945","None"
"1827","2772","Black Rat","Rattus rattus","Rodent","null","Good","null","1996","Successful","Whole Island","Toxicant","NA","NA","Bait Station","NA","Brodifacoum","NA","Burbidge; A.A.","Department of Conservation and Land Management; Aus","null","332347","Buttercup","Indian Ocean - East","Australia","Western Australia (Montebello Islands)","-20.4848890688","115.53590857","0.056358423346","None"
